_id,name,cuisines,address,priceRange,timeOpen,average_score,classification,latitude,longitude,image
67b8aaec1b0ceed0e5ffede3,Lẩu Bò Đồng Mỏ - Đường Láng,empty,"1 Ngõ 942 Đường Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",Đang cập nhật,09:00 - 20:30,10.0,Positive,21.022068875800127,105.80112948045303,https://down-vn.img.susercontent.com/vn-11134513-7r98o-m09whrx2nf1p84@resize_ss576x330
67b8aaed1b0ceed0e5ffeff3,Tư Thanh - Bún Sườn Bò,Món Việt,"391 Huỳnh Văn Lũy, P. Phú Mỹ, Thành Phố Thủ Dầu Một, Bình Dương",18.000đ - 35.000đ,06:00 - 11:00,10.0,Positive,11.007415744425506,106.67632543488128,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9qol1hodzv61@resize_ss576x330
67b8aaed1b0ceed0e5ffefc2,Trà Sữa Hoa Ly - Hoàng Hoa Thám,Món Việt,"29 Hoàng Hoa Thám, Tp. Vũng Tàu, Vũng Tàu",10.000đ - 20.000đ,08:00 - 22:00,10.0,Positive,10.338998704176655,107.0847514140628,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaanmp35lg9cb@resize_ss576x330
67b8aaed1b0ceed0e5ffefcd,Win Ăn Vặt - Bánh Tráng Trộn Long An & Cơm Cháy Chà Bông Mỡ Hành - 80 Bà Triệu,"Món Bắc, Món Miền Trung, Món Miền Nam, Tây Nguyên","80 Bà Triệu, P. 1, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 22:00,10.0,Positive,10.35284713665611,107.07645145663528,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwamgfshkaft63@resize_ss576x330
67b8aaed1b0ceed0e5ffefce,Kim Yến Hoàng Gia - Yến Sào Thiên Nhiên & Yến Tươi Chưng Sẵn,Món Miền Nam,"442/9A Bình Giã, P. Nguyễn An Ninh, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgpxqqxvx0bdb@resize_ss576x330
67b8aaed1b0ceed0e5ffee0a,Cháo Thắng - Phùng Hưng,Món Việt,"71 Phùng Hưng, Quận Hoàn Kiếm, Hà Nội",25.000đ - 35.000đ,07:00 - 22:00,10.0,Positive,21.029536297190493,105.84459676353755,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsuanfxvezyx70@resize_ss576x330
67b8aaed1b0ceed0e5ffefe6,Cháo Dinh Dưỡng Vina Soup - Cháo Dinh Dưỡng - Hoàng Hoa Thám,Món Việt,"48/87 Hoàng Hoa Thám, P. Hiệp Thành, Thành Phố Thủ Dầu Một, Bình Dương",Đang cập nhật,06:00 - 20:00,10.0,Positive,10.990097358781812,106.66522397920315,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwehekrax90ba8@resize_ss576x330
67b8aaed1b0ceed0e5ffefe8,MT. Food - Gà Ủ Muối Hoa Tiêu - Shop Online,empty,"1023/6/14 Lê Hồng Phong, KP. 4, P. Phú Thọ, Thành Phố Thủ Dầu Một, Bình Dương",100.000đ - 300.000đ,00:01 - 23:59,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsva31ym3m3da1@resize_ss576x330
67b8aaed1b0ceed0e5fff00e,Cháo Trắng Cháo Đậu Cần Thơ (A XO) - Cháo Ếch Kho Quẹt - Đường 30 tháng 4,Món Miền Nam,"12A 30 Tháng 4, P. An Phú, Quận Ninh Kiều, Cần Thơ",Đang cập nhật,Cả ngày,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvgd82b4af864@resize_ss576x330
67b8aaed1b0ceed0e5ffee54,Sườn Kingdom - Khu Đô Thị Văn Quán,empty,"Số 22, TT2B Khu Đô Thị Văn Quán, Quận Hà Đông, Hà Nội",100.000đ - 500.000đ,09:30 - 13:30 | 16:30 - 20:30,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe2czj2k7vd8c@resize_ss576x330
67b8aaed1b0ceed0e5ffee0c,Chill - Tiệm Trà Chanh - Tàm Xá,Tây Bắc,"16 Thôn Đông, Huyện Đông Anh, Hà Nội",15.000đ - 50.000đ,empty,10.0,Positive,21.14607287619474,105.81492136505695,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8ksj5ad3vd74@resize_ss576x330
67b8aaed1b0ceed0e5ffeecd,Cháo Lòng Hà Lô - Cháo Lòng - Lạc Long Quân,"Món Bắc, Món Miền Trung, Món Miền Nam, Tây Nguyên","37 Ngõ 445 Lạc Long Quân, P. Xuân La, Quận Tây Hồ, Hà Nội",Đang cập nhật,06:00 - 13:00,10.0,Positive,21.05788408966761,105.80694159058086,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvexuvx5znoe7@resize_ss576x330
67b8aaed1b0ceed0e5ffeede,Phở Cồ - Phở Xào & Cơm Rang,Món Việt,"65 Tân Ấp, P. Phúc Xá, Quận Ba Đình, Hà Nội",25.000đ - 70.000đ,06:00 - 15:00 | 17:30 - 21:00,10.0,Positive,21.046853849926134,105.84634608060006,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaasf7uovyz87@resize_ss576x330
67b8aaed1b0ceed0e5fff04c,Quán Cơm Sinh Viên - Trần Văn Đang,Món Việt,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",6.000đ - 22.000đ,10:00 - 14:00,10.0,Positive,10.783560517127093,106.67469585918936,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwame2x1sycb43@resize_ss576x330
67b8aaed1b0ceed0e5fff04d,Tiệm Xí Meo - Sandwich Và Burger,"Món Âu, Món Hàn","951 Hoàng Sa, Quận 3, TP. HCM",Đang cập nhật,06:00 - 15:00,10.0,Positive,10.784604633633721,106.67699877933565,https://down-vn.img.susercontent.com/vn-11134513-7r98o-m09fyxzlcdt97a@resize_ss576x330
67b8aaed1b0ceed0e5fff04f,Bún Quậy Tâm Quán - Hậu Giang,Món Miền Nam,"162B Hậu Giang, P. 6, Quận 6, TP. HCM",35.000đ - 55.000đ,07:00 - 13:30 | 15:30 - 22:00,10.0,Positive,10.747209048558796,106.63165289034124,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbny3n75vq189@resize_ss576x330
67b8aaed1b0ceed0e5ffefc1,"Quạo - Mì, Cơm Trộn Trứng Chảy, Bún Trộn, Ăn Vặt, Giải Khát",Món Việt,"21-C6 Trần Bình Trọng, P. Nguyễn An Ninh, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 21:00,10.0,Positive,10.359061649889249,107.09662822292469,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvg6r0w56mcb6@resize_ss576x330
67b8aaed1b0ceed0e5ffee5d,Chè Ngon Nhà Làm & Đồ Ăn Vặt,empty,"34B Phố Cầu Am (Làng Vạn Phúc), P. Vạn Phúc, Quận Hà Đông, Hà Nội",15.000đ - 30.000đ,10:00 - 19:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwervhx3zcux7c@resize_ss576x330
67b8aaed1b0ceed0e5ffeed4,Chicken & Friez,Món Á,"34 TT4 KĐT Mỹ Đình Sông Đà, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",100.000đ - 330.000đ,09:00 - 23:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgimuizmllnff@resize_ss576x330
67b8aaed1b0ceed0e5ffefa7,Thuỷ Juice Healthy - Nước Ép Nguyên Chất & Sinh Tố - Trần Đại Nghĩa,empty,"130 Trần Đại Nghĩa, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Đang cập nhật,10:00 - 23:59,10.0,Positive,21.003540093871848,105.84477841161964,https://down-vn.img.susercontent.com/vn-11134259-7ras8-m3erty94zlsx4e@resize_ss576x330
67b8aaed1b0ceed0e5ffeed7,Jun's Kitchen - Cơm Hàn Quốc & Đồ Ăn Hàn Quốc - Trung Hòa,empty,"Số 17 Ngõ 20 Nguyễn Chánh, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",30.000đ - 70.000đ,11:00 - 14:00 | 17:00 - 19:30,10.0,Positive,21.00923434808029,105.7957413461354,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv9ol6m8fyc3f@resize_ss576x330
67b8aaed1b0ceed0e5ffef9e,MÌ CAY 25K - CHÂN GÀ SỐT THÁI - 200 LÊ THANH NGHỊ,empty,"200 Lê Thanh Nghị, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",20.000đ - 50.000đ,00:01 - 23:59,10.0,Positive,21.001315400000003,105.84715514999999,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvb5vtii56sfb@resize_ss576x330
67b8aaed1b0ceed0e5ffee60,Ship Đồ Ăn Nhanh 24H - Shop Online,Món Việt,"16A Thụy Khuê, P. Thuỵ Khuê, Quận Tây Hồ, Hà Nội",15.000đ - 60.000đ,00:01 - 23:59,10.0,Positive,21.040972069446617,105.82629986744806,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe7jkfz8yxne2@resize_ss576x330
67b8aaed1b0ceed0e5ffef59,Bánh Tráng Huy Quân - Trần Huy Liệu,Món Việt,"101 C5 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",10.000đ - 25.000đ,11:00 - 21:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw96vx7vy0nt01@resize_ss576x330
67b8aaed1b0ceed0e5ffef53,"Woa Tea - Trà Sữa, Ăn Vặt & Mỳ Trộn - 72 Nguyễn Trãi",Món Miền Nam,"64/2 Nghách 1 Ngõ 72 Nguyễn Trãi, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",Đang cập nhật,16:00 - 23:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m0wfi9tdbij34d@resize_ss576x330
67b8aaed1b0ceed0e5ffef50,Bún Chả Nam Hà - Linh Đàm,Món Bắc,"HH1B Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đang cập nhật,06:00 - 15:00,10.0,Positive,20.96450085,105.82614109646705,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdmah6ne8kba4@resize_ss576x330
67b8aaed1b0ceed0e5ffef4c,Bún Bò Huế Nam Minh - Vĩnh Hưng,empty,"Số 7 Ngõ 431 Vĩnh Hưng, Quận Hai Bà Trưng, Hà Nội",30.000đ - 50.000đ,06:10 - 16:45 | 17:00 - 20:45,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv886kb19dw93@resize_ss576x330
67b8aaed1b0ceed0e5ffef4b,Cơm Tấm Sườn Cây & Cơm Gà Ta - Hai Phúc - 26 Hàng Chuối,empty,"26 Hàng Chuối, P. Phạm Đình Hồ, Quận Hai Bà Trưng, Hà Nội",30.000đ - 50.000đ,10:30 - 14:30,10.0,Positive,21.017605591414583,105.85705505800696,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdl2tj7ctehcf@resize_ss576x330
67b8aaed1b0ceed0e5ffef26,Liuni Tea - 5A Tống Duy Tân,empty,"5A Tống Duy Tân, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",Đang cập nhật,10:00 - 23:59,10.0,Positive,21.029429423482686,105.84377207119584,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m1tdn0eqb5bz24@resize_ss576x330
67b8aaed1b0ceed0e5ffedff,"Bún Đậu Mắm Tôm, Bún Đậu & Mỳ Cay - Anh Đức",empty,"595/21 Lĩnh Nam, P. Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Đang cập nhật,08:00 - 14:00,10.0,Positive,20.980221450000002,105.88593954999999,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lxrziy27xae35c@resize_ss576x330
67b8aaed1b0ceed0e5ffee01,Bún Dọc Mùng - Mai Hắc Đế,Hà Nội,"145 Mai Hắc Đế, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",25.000đ - 35.000đ,06:00 - 14:00,10.0,Positive,21.01299439342082,105.85102987420777,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfw722hcv6je3@resize_ss576x330
67b8aaed1b0ceed0e5ffee64,"Quán Nhà Kẹo - Mì Indomie, Mì Trộn & Đồ Ăn Vặt - 18 Ngõ 575 Kim Mã",empty,"Nhà 1A Ngách 18/575 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",10.000đ - 85.000đ,06:00 - 23:59,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgwi0red7tl03@resize_ss576x330
67b8aaed1b0ceed0e5ffeee3,Cô Ba - Nem Nướng Nha Trang - Lê Văn Lương,Món Việt,"Nhà N5A, Ngõ 48 Lê Văn Lương, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10.000đ - 30.000đ,09:00 - 21:30,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwduk9k1fgez73@resize_ss576x330
67b8aaec1b0ceed0e5ffedd8,Pizza FF - 187 Đội Cấn,empty,"187 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",5.000đ - 999.000đ,09:00 - 22:00,10.0,Positive,21.034580062524178,105.82943206355634,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv8udn9oal576@resize_ss576x330
67b8aaed1b0ceed0e5ffeee2,Trà Sữa Mixue - Lương Định Của,empty,"10C2 Mặt Đường Lương Định Của, Quận Đống Đa, Hà Nội",20.000đ - 30.000đ,09:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m3owmki94bek49@resize_ss576x330
67b8aaec1b0ceed0e5ffedd5,Xã Gà - Cơm Gà & Gà Nướng Lu,Món Việt,"19 Nguyên Hồng, P. Láng Thượng, Quận Đống Đa, Hà Nội",40.000đ - 60.000đ,07:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwffxp5f0sex08@resize_ss576x330
67b8aaed1b0ceed0e5fff0af,Quán Chay Sala - Quận 7,empty,"30/31/24/28 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM",50.000đ - 150.000đ,08:00 - 21:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdheg2d02qh66@resize_ss576x330
67b8aaed1b0ceed0e5fff166,Bánh Khọt Long - Hoàng Hoa Thám,empty,"99 Đ. Hoàng Hoa Thám, P. Thắng Tam, Tp. Vũng Tàu, Vũng Tàu",20.000đ - 1.000.000đ,07:00 - 09:00,10.0,Positive,10.338998704176655,107.0847514140628,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwda08anq6l5c7@resize_ss576x330
67b8aaed1b0ceed0e5fff157,Cơm Niêu & Lẩu Cá Đuối Vũng Tàu - 42 Hoàng Hoa Thám,empty,"42 Hoàng Hoa Thám, P. 2, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,07:00 - 21:00,10.0,Positive,10.338998704176655,107.0847514140628,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvd0y3biba110@resize_ss576x330
67b8aaec1b0ceed0e5ffedb7,Chân Gà Sốt Thái Yến Nhi 789,empty,"36 Cầu Diễn, P.Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang cập nhật,00:00 - 21:00 | 11:00 - 23:59,10.0,Positive,21.0415609,105.76143245,https://down-vn.img.susercontent.com/vn-11134513-7r98o-ly44i6lwj1cgf8@resize_ss576x330
67b8aaed1b0ceed0e5ffeea1,Hiền Xinh - Thịt Xiên Nướng,Món Việt,"53 Linh Lang (Cổng Chợ Linh Lang), P. Cống Vị, Quận Ba Đình, Hà Nội",10.000đ - 50.000đ,07:00 - 22:30,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwakzj2ewa8r10@resize_ss576x330
67b8aaed1b0ceed0e5fff129,Gardenia Kitchen - 32 Hai Bà Trưng,empty,"32 Hai Bà Trưng, P. Vĩnh Ninh, Tp. Huế, Huế",13.000đ - 25.000đ,06:30 - 17:00,10.0,Positive,16.46273097034744,107.58848147674708,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwehq24tx4nt0e@resize_ss576x330
67b8aaed1b0ceed0e5fff11b,Cơm Tấm Bến Tre - Đường Số 1,empty,"295 Đường Số 1, P. Bình Trị Động B, Quận Bình Tân, TP. HCM",32.000đ - 54.000đ,06:00 - 14:00,10.0,Positive,10.74777785,106.61157275,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgiv0008sm103@resize_ss576x330
67b8aaed1b0ceed0e5fff10e,Mì Cay & Mì Tương Đen A Woong - Ngô Gia Tự,empty,"008 Lô R CC Ngô Gia Tự Đường Hòa Hảo, P. 2, Quận 10, TP. HCM",20.000đ - 70.000đ,11:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi8bvmw2y8ree@resize_ss576x330
67b8aaed1b0ceed0e5fff0ed,Quán Ăn Gia Đình 33 - Đề Thám,Món Việt,"33 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",49.000đ - 199.000đ,12:00 - 23:00,10.0,Positive,10.762992449525079,106.69605000298247,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8c1h2i75jvef@resize_ss576x330
67b8aaed1b0ceed0e5fff0e5,2 Mập - Trà Sữa & Ăn Vặt,Món Việt,"1 Bùi Tư Toàn, P. An Lạc (Đối Diện Hẻm 36 Bùi Tư Toàn), Quận Bình Tân, TP. HCM",5.000đ - 25.000đ,10:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9jg32gyisd1@resize_ss576x330
67b8aaed1b0ceed0e5fff0e0,Nhóc Nhoi - Yaourt & Trà Sen Vàng,empty,"58/51/30 Phan Chu Trinh, P. 24, Quận Bình Thạnh, TP. HCM",10.000đ - 500.000đ,09:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbkhobi2nrt2e@resize_ss576x330
67b8aaed1b0ceed0e5fff0df,Cơm Tấm Phúc Lộc Thọ - Xô Viết Nghệ Tĩnh,empty,"304-306 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",32.000đ - 139.000đ,07:00 - 21:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv9unyq1b4p47@resize_ss576x330
67b8aaed1b0ceed0e5ffee3d,Bánh Đa Trộn & Miến Trộn - Đê La Thành,Món Việt,"3 Ngõ 241 Đê La Thành, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",30.000đ - 40.000đ,07:00 - 14:30,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu88xm8un5w73@resize_ss576x330
67b8aaed1b0ceed0e5fff0c1,NHÀ HÀNG HƯƠNG LÚA 8 - Lẩu & Nướng - Nguyễn Hữu Thọ,"Món Bắc, Đặc biệt, Món Miền Trung, Món Miền Nam","2 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",50.000đ - 500.000đ,10:00 - 22:00,10.0,Positive,10.739417694808527,106.70079561517353,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu9ik9f1hacc0@resize_ss576x330
67b8aaed1b0ceed0e5fff0bc,Cơm Thố Tiến Phát - Nguyễn Thái Bình,empty,"367 Nguyễn Thái Bình, P. 12, Quận Tân Bình, TP. HCM",10.000đ - 100.000đ,09:00 - 22:30,10.0,Positive,10.796593427888238,106.65341971979197,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbgyzoek041c@resize_ss576x330
67b8aaed1b0ceed0e5ffee35,Siêu Thị Mực Khô - Shop Online,Món Việt,"125 Đại An, P. Văn Quán, Quận Hà Đông, Hà Nội",100.000đ - 300.000đ,09:00 - 21:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhu1ctye40r3f@resize_ss576x330
67b8aaed1b0ceed0e5fff0a4,Quán 45A - Bún Mắm,Món Việt,"45A Nguyễn Nhữ Lãm, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",12.000đ - 45.000đ,16:30 - 23:59,10.0,Positive,10.78380912326618,106.62663107414541,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw90hawjaspl8d@resize_ss576x330
67b8aaed1b0ceed0e5ffeec0,Teen Food - Nem Chua Rán Chị Hạnh - Núi Trúc,empty,"23 Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội",7.000đ - 120.000đ,08:00 - 22:00,10.0,Positive,21.030248659118367,105.82483211084923,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv4moe1k8ex06@resize_ss576x330
67b8aaed1b0ceed0e5ffee4c,NAM HOA CÀ PHÊ & TRÀ SỮA,Món Bắc,"Số 6 Sunrise C Themanor Centr Park Nguyễn Xiển, P. Đại Kim, Quận Hoàng Mai, Hà Nội",Đang cập nhật,08:00 - 23:59,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvh285zxevtb5@resize_ss576x330
67b8aaed1b0ceed0e5fff063,Quang Tiến - Hột Gà Nướng & Cá Viên Chiên - Lê Văn Sỹ,empty,"475 Lê Văn Sỹ, P. 2, Quận Tân Bình, TP. HCM",7.000đ - 30.000đ,13:00 - 23:59,10.0,Positive,10.798144926467529,106.6630707824489,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv8rk6665s490@resize_ss576x330
67b8aaed1b0ceed0e5fff0aa,Ngân - Bún Riêu Ốc & Canh Bún,"Món Bắc, Món Miền Nam","A13/20 Quốc Lộ 50, X. Bình Hưng, Huyện Bình Chánh, TP. HCM",Đang cập nhật,07:00 - 22:00,10.0,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc3n1q8st0bcd@resize_ss576x330
67b8aaed1b0ceed0e5fff086,HỦ TIẾU MỰC ÔNG GIÀ CALI - Thoại Ngọc Hầu,empty,"2 Thoại Ngọc Hầu, P. Hòa Thạnh, Quận Tân Phú, TP. HCM",Đang cập nhật,07:00 - 22:00,10.0,Positive,10.7858645,106.64133,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m0ikb98hw4x907@resize_ss576x330
67b8aaed1b0ceed0e5fff08a,An Chay Quán - Cơm Chay & Lẩu Chay - Nguyễn Xiển,empty,"581 Nguyễn Xiển, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",30.000đ - 70.000đ,06:00 - 21:00,10.0,Positive,10.853224223251186,106.8336257369504,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv8hc9p0pzt49@resize_ss576x330
67b8aaed1b0ceed0e5ffeedc,Tiệm Xôi Bà Hiền Béo - Mì Trộn Indomie & Bún Trộn,empty,"7A Thanh Hà, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",Đang cập nhật,00:01 - 00:30 | 18:00 - 23:59,9.98,Positive,21.037783351773317,105.85152932054011,https://down-vn.img.susercontent.com/vn-11134513-7r98o-ltnkgudoxatmc0@resize_ss576x330
67b8aaed1b0ceed0e5ffeeba,Phở Xào & Cơm Rang - Quỳnh Mai,empty,"16 Quỳnh Mai, P. Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",35.000đ - 50.000đ,06:00 - 21:00,9.98,Positive,21.000780796226714,105.86061255583665,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv36twgxw3of3@resize_ss576x330
67b8aaed1b0ceed0e5ffee75,"H&T Food - Mì Trộn Indomie, Chân Gà Sả Tắc & Ăn Vặt",empty,"Số 3,Hẻm 162/130/19 Đường Khương Trung, P. Khương Trung, Quận Thanh Xuân, Hà Nội",Đang cập nhật,00:01 - 23:59,9.96,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvdm53qxlfof2@resize_ss576x330
67b8aaed1b0ceed0e5ffeffc,"Bật Bếp Lên - Mỳ Ý, Gà Rán & Cơm Kẹp",empty,"842/14 Tô Vĩnh Diện, P. Đông Hòa, Thị Xã Dĩ An, Bình Dương",Đang cập nhật,08:00 - 23:00,9.96,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvck13qotcp3b@resize_ss576x330
67b8aaed1b0ceed0e5fff059,Bánh Cuốn Nóng 431 - Hậu Giang,empty,"441B Hậu Giang, P. 11, Quận 6, TP. HCM",Đang cập nhật,07:00 - 22:00,9.942692307692308,Positive,10.748129853095671,106.63551429826393,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m3g93lja7p5t37@resize_ss576x330
67b8aaed1b0ceed0e5fff069,Quán Cơm Tấm Ngon Ngon - Phạm Hùng,empty,"C8/1C Phạm Hùng, X. Bình Hưng, Huyện Bình Chánh, TP. HCM",25.000đ - 40.000đ,09:00 - 21:00,9.932692307692308,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwezk9bbpyhn67@resize_ss576x330
67b8aaed1b0ceed0e5ffef81,Phở Gánh - 252 Lương Thế Vinh,Món Việt,"252 Lương Thế Vinh, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",35.000đ - 45.000đ,07:00 - 14:30 | 18:00 - 22:30,9.92,Positive,20.9968457,105.7880804,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb0h7c9p8t7aa@resize_ss576x330
67b8aaed1b0ceed0e5ffefa8,Thuỷ Juice Healthy - Nước Ép Nguyên Chất & Sinh Tố,Món Việt,"12 Ngách 15 Ngõ 267 Phùng Khoang, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đang cập nhật,09:00 - 22:00,9.92,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwehdurers9n1e@resize_ss576x330
67b8aaed1b0ceed0e5ffee45,Bánh Mì Dân Tổ Hà Nội - Lương Ngọc Quyến,Món Việt,"3B Ngõ 22 Lương Ngọc Quyến, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",60.000đ - 32.000đ,06:00 - 23:00,9.9,Positive,21.034946699854395,105.8527054514061,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb0k81mnxeh36@resize_ss576x330
67b8aaed1b0ceed0e5fff0fe,"Việt Thành Bakery - Bánh Kem Sữa, Kem Bắp Và Các Loại Bánh Mì",empty,"744-746 Tân Kỳ Tân Quý, P. Bình Hưng Hoà A, Quận Bình Tân, TP. HCM",20.000đ - 100.000đ,06:00 - 22:00,9.89,Positive,10.787822802144904,106.59804719595978,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaxuwr79k9n55@resize_ss576x330
67b8aaec1b0ceed0e5ffedca,Anh Food - Đồ Ăn Vặt & Đồ Uống - Đường Láng,empty,"Số 17B Ngách 594/2, Ngõ 594 Đường Láng, P. Láng Hạ, Quận Đống Đa, Hà Nội",10.000đ - 100.000đ,09:00 - 22:00,9.88,Positive,,,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdn53qhy1212f@resize_ss576x330
67b8aaed1b0ceed0e5fff146,Mr Viet - Coffee & Fastfood,empty,"29 Bùi Xuân Phái, P. Thủy Dương, Tp. Huế, Huế",10.000đ - 25.000đ,06:30 - 22:30,9.865384615384617,Positive,,,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv3dkrdjphg03@resize_ss576x330
67b8aaed1b0ceed0e5fff05e,Bún Thịt Nướng Cô Tư,empty,"50 Nguyễn Văn Nghi, P. 5, Quận Gò Vấp, TP. HCM",15.000đ - 40.000đ,07:00 - 21:00,9.865384615384617,Positive,10.8233327,106.68796265,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgdiy3dtwih5a@resize_ss576x330
