USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
67b8a8eb09f01ca078d2e4f0,67b8aaed1b0ceed0e5ffef86,1726316640000,view
67b8a8eb09f01ca078d2e419,67b8aaed1b0ceed0e5ffef86,1696852440000,view
67b8a8eb09f01ca078d2e3e9,67b8aaed1b0ceed0e5ffef86,1659971700000,view
67b8a8ea09f01ca078d2e0a5,67b8aaed1b0ceed0e5ffef86,1632279300000,view
67b8a8eb09f01ca078d2e6f0,67b8aaed1b0ceed0e5ffef86,1575292800000,view
67b8a8eb09f01ca078d2e51c,67b8aaed1b0ceed0e5ffef86,1572361080000,view
67b8a8ea09f01ca078d2e1bb,67b8aaed1b0ceed0e5ffef86,1556424900000,view
67b8a8eb09f01ca078d2e659,67b8aaed1b0ceed0e5ffef86,1546146480000,view
67b8a8eb09f01ca078d2e383,67b8aaed1b0ceed0e5ffef86,1540734840000,view
67b8a8eb09f01ca078d2e3ea,67b8aaed1b0ceed0e5ffef86,1540399800000,view
67b8a8eb09f01ca078d2e392,67b8aaed1b0ceed0e5ffef86,1538650680000,view
67b8a8eb09f01ca078d2e3dc,67b8aaed1b0ceed0e5ffef86,1536082560000,view
67b8a8eb09f01ca078d2e434,67b8aaed1b0ceed0e5ffef86,1530674820000,view
67b8a8eb09f01ca078d2e28a,67b8aaed1b0ceed0e5ffef86,1528704300000,view
67b8a8eb09f01ca078d2e781,67b8aaed1b0ceed0e5ffef86,1519830600000,view
67b8a8eb09f01ca078d2e24a,67b8aaed1b0ceed0e5ffef87,1571906160000,view
67b8a8ea09f01ca078d2e03c,67b8aaed1b0ceed0e5ffef88,1650119220000,view
67b8a8ea09f01ca078d2e0e2,67b8aaed1b0ceed0e5ffef89,1411562460000,view
67b8a8eb09f01ca078d2e507,67b8aaed1b0ceed0e5ffef89,1390874520000,view
67b8a8eb09f01ca078d2e4fd,67b8aaed1b0ceed0e5ffef89,1376317980000,view
67b8a8eb09f01ca078d2e656,67b8aaed1b0ceed0e5ffef8a,1680451260000,view
67b8a8ea09f01ca078d2e0c9,67b8aaed1b0ceed0e5ffef8a,1601470800000,view
67b8a8ea09f01ca078d2e0ac,67b8aaed1b0ceed0e5ffef8a,1593149100000,view
67b8a8ea09f01ca078d2e192,67b8aaed1b0ceed0e5ffef8a,1581170700000,view
67b8a8eb09f01ca078d2e759,67b8aaed1b0ceed0e5ffef8a,1577065560000,view
67b8a8eb09f01ca078d2e2e7,67b8aaed1b0ceed0e5ffef8a,1575274920000,view
67b8a8eb09f01ca078d2e418,67b8aaed1b0ceed0e5ffef8a,1573923300000,view
67b8a8eb09f01ca078d2e660,67b8aaed1b0ceed0e5ffef8a,1573627200000,view
67b8a8eb09f01ca078d2e655,67b8aaed1b0ceed0e5ffef8a,1573627140000,view
67b8a8eb09f01ca078d2e478,67b8aaed1b0ceed0e5ffef8a,1573627020000,view
67b8a8eb09f01ca078d2e796,67b8aaed1b0ceed0e5ffef8b,1572510480000,view
67b8a8eb09f01ca078d2e2f2,67b8aaed1b0ceed0e5ffef8b,1516770360000,view
67b8a8eb09f01ca078d2e68f,67b8aaed1b0ceed0e5ffef8b,1507722600000,view
67b8a8eb09f01ca078d2e757,67b8aaed1b0ceed0e5ffef8b,1505969340000,view
67b8a8eb09f01ca078d2e796,67b8aaed1b0ceed0e5ffef8b,1503989760000,view
67b8a8eb09f01ca078d2e631,67b8aaed1b0ceed0e5ffef8b,1501168440000,view
67b8a8eb09f01ca078d2e60b,67b8aaed1b0ceed0e5ffef8b,1498833360000,view
67b8a8eb09f01ca078d2e1e4,67b8aaed1b0ceed0e5ffef8b,1491725580000,view
67b8a8eb09f01ca078d2e4ce,67b8aaed1b0ceed0e5ffef8c,1644162000000,view
67b8a8eb09f01ca078d2e410,67b8aaed1b0ceed0e5ffef8c,1643697780000,view
67b8a8eb09f01ca078d2e210,67b8aaed1b0ceed0e5ffef8c,1643697540000,view
67b8a8ea09f01ca078d2e1bb,67b8aaed1b0ceed0e5ffef8c,1624537980000,view
67b8a8eb09f01ca078d2e763,67b8aaed1b0ceed0e5ffef8c,1615440960000,view
67b8a8eb09f01ca078d2e1ca,67b8aaed1b0ceed0e5ffef8c,1608425280000,view
67b8a8eb09f01ca078d2e4a5,67b8aaed1b0ceed0e5ffef8c,1602677160000,view
67b8a8eb09f01ca078d2e3c8,67b8aaed1b0ceed0e5ffef8c,1602485820000,view
67b8a8eb09f01ca078d2e6de,67b8aaed1b0ceed0e5ffef8c,1602078060000,view
67b8a8eb09f01ca078d2e675,67b8aaed1b0ceed0e5ffef8c,1600927140000,view
67b8a8eb09f01ca078d2e723,67b8aaed1b0ceed0e5ffef8c,1600663740000,view
67b8a8eb09f01ca078d2e268,67b8aaed1b0ceed0e5ffef8c,1598806320000,view
67b8a8eb09f01ca078d2e78a,67b8aaed1b0ceed0e5ffef8c,1598803020000,view
67b8a8ea09f01ca078d2e143,67b8aaed1b0ceed0e5ffef8c,1594558440000,view
67b8a8eb09f01ca078d2e6ea,67b8aaed1b0ceed0e5ffef8c,1594531800000,view
67b8a8ea09f01ca078d2e0c1,67b8aaed1b0ceed0e5ffef8c,1594391340000,view
67b8a8eb09f01ca078d2e70f,67b8aaed1b0ceed0e5ffef8c,1594350660000,view
67b8a8ea09f01ca078d2e0d6,67b8aaed1b0ceed0e5ffef8c,1594344540000,view
67b8a8eb09f01ca078d2e75b,67b8aaed1b0ceed0e5ffef8c,1593918720000,view
67b8a8eb09f01ca078d2e6e3,67b8aaed1b0ceed0e5ffef8c,1593347520000,view
67b8a8eb09f01ca078d2e619,67b8aaed1b0ceed0e5ffef8c,1592757420000,view
67b8a8eb09f01ca078d2e57d,67b8aaed1b0ceed0e5ffef8c,1592753820000,view
67b8a8eb09f01ca078d2e4c0,67b8aaed1b0ceed0e5ffef8c,1592732460000,view
67b8a8ea09f01ca078d2e11b,67b8aaed1b0ceed0e5ffef8c,1592152380000,view
67b8a8eb09f01ca078d2e690,67b8aaed1b0ceed0e5ffef8c,1592040720000,view
67b8a8ea09f01ca078d2e145,67b8aaed1b0ceed0e5ffef8d,1726480740000,view
67b8a8eb09f01ca078d2e328,67b8aaed1b0ceed0e5ffef8d,1585112580000,view
67b8a8eb09f01ca078d2e5fa,67b8aaed1b0ceed0e5ffef8d,1544001720000,view
67b8a8eb09f01ca078d2e7ad,67b8aaed1b0ceed0e5ffef8d,1530167520000,view
67b8a8eb09f01ca078d2e338,67b8aaed1b0ceed0e5ffef8d,1470637980000,view
67b8a8eb09f01ca078d2e7ae,67b8aaed1b0ceed0e5ffef8d,1468689900000,view
67b8a8eb09f01ca078d2e556,67b8aaed1b0ceed0e5ffef8d,1459576260000,view
67b8a8eb09f01ca078d2e254,67b8aaed1b0ceed0e5ffef8d,1457001060000,view
67b8a8eb09f01ca078d2e272,67b8aaed1b0ceed0e5ffef8d,1456999860000,view
67b8a8ea09f01ca078d2e141,67b8aaed1b0ceed0e5ffef8d,1441390440000,view
67b8a8eb09f01ca078d2e640,67b8aaed1b0ceed0e5ffef8d,1440215820000,view
67b8a8eb09f01ca078d2e45f,67b8aaed1b0ceed0e5ffef8d,1436434320000,view
67b8a8eb09f01ca078d2e38b,67b8aaed1b0ceed0e5ffef8d,1421559720000,view
67b8a8eb09f01ca078d2e52f,67b8aaed1b0ceed0e5ffef8d,1421124420000,view
67b8a8eb09f01ca078d2e763,67b8aaed1b0ceed0e5ffef8d,1417841700000,view
67b8a8eb09f01ca078d2e1ea,67b8aaed1b0ceed0e5ffef8d,1416930480000,view
67b8a8eb09f01ca078d2e61c,67b8aaed1b0ceed0e5ffef8d,1409775540000,view
67b8a8eb09f01ca078d2e57d,67b8aaed1b0ceed0e5ffef8d,1397552220000,view
67b8a8eb09f01ca078d2e35f,67b8aaed1b0ceed0e5ffef8d,1396503960000,view
67b8a8eb09f01ca078d2e51d,67b8aaed1b0ceed0e5ffef8d,1371525480000,view
67b8a8eb09f01ca078d2e378,67b8aaed1b0ceed0e5ffef8d,1368850200000,view
67b8a8eb09f01ca078d2e3ec,67b8aaed1b0ceed0e5ffef8d,1357632600000,view
67b8a8eb09f01ca078d2e6a0,67b8aaed1b0ceed0e5ffef8d,1351845300000,view
67b8a8eb09f01ca078d2e66b,67b8aaed1b0ceed0e5ffef8e,1544192340000,view
67b8a8eb09f01ca078d2e5a4,67b8aaed1b0ceed0e5ffef8e,1467710280000,view
67b8a8eb09f01ca078d2e33b,67b8aaed1b0ceed0e5ffef8e,1463284620000,view
67b8a8ea09f01ca078d2e060,67b8aaed1b0ceed0e5ffef8e,1463229960000,view
