restaurantId,Avg_Rate,Avg_Sentiment_Score,Avg_Combined_Score,Positive_Count,Negative_Count,Neutral_Count,Total_Reviews,Positive_Rate,Negative_Rate,Neutral_Rate,Final_Score,Final_Score_Normalized,Category
67812ec1514dba6089ed9318,7.1,10.0,8.55,2,0,0,2,1.0,0.0,0.0,10.55,8.996153846153845,Positive
67812ec1514dba6089ed92f5,7.08,10.0,8.540000000000001,5,0,0,5,1.0,0.0,0.0,10.540000000000001,8.98923076923077,Positive
67812ec1514dba6089ed9328,7.513333333333334,9.7,8.606666666666666,28,0,2,30,0.9333333333333333,0.0,0.06666666666666667,10.54,8.989230769230769,Positive
67812ec1514dba6089ed9431,8.72,9.1,8.91,27,3,0,30,0.9,0.1,0.0,10.510000000000002,8.96846153846154,Positive
67812ec1514dba6089ed930d,7.0,10.0,8.5,1,0,0,1,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9458,7.0,10.0,8.5,1,0,0,1,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9317,7.0,10.0,8.5,1,0,0,1,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9493,7.0,10.0,8.5,1,0,0,1,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9343,7.0,10.0,8.5,2,0,0,2,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9489,7.0,10.0,8.5,1,0,0,1,1.0,0.0,0.0,10.5,8.961538461538462,Positive
67812ec1514dba6089ed9461,7.851851851851852,9.5,8.675925925925926,25,1,1,27,0.9259259259259259,0.037037037037037035,0.037037037037037035,10.490740740740739,8.955128205128204,Positive
67812ec1514dba6089ed93a6,6.9,10.0,8.45,2,0,0,2,1.0,0.0,0.0,10.45,8.926923076923076,Positive
67812ec1514dba6089ed946a,8.107142857142858,9.357142857142858,8.732142857142858,26,2,0,28,0.9285714285714286,0.07142857142857142,0.0,10.446428571428573,8.924450549450551,Positive
67812ec1514dba6089ed9394,8.393333333333334,9.1,8.746666666666666,26,2,2,30,0.8666666666666667,0.06666666666666667,0.06666666666666667,10.413333333333334,8.901538461538461,Positive
67812ec1514dba6089ed93e6,7.742857142857143,9.357142857142858,8.55,6,0,1,7,0.8571428571428571,0.0,0.14285714285714285,10.407142857142857,8.897252747252747,Positive
67812ec1514dba6089ed9421,6.8,10.0,8.4,1,0,0,1,1.0,0.0,0.0,10.4,8.892307692307693,Positive
67812ec1514dba6089ed9355,8.066666666666666,9.1,8.583333333333334,12,0,3,15,0.8,0.0,0.2,10.383333333333333,8.88076923076923,Positive
67812ec1514dba6089ed93d4,7.3133333333333335,9.7,8.506666666666666,29,1,0,30,0.9666666666666667,0.03333333333333333,0.0,10.373333333333333,8.873846153846154,Positive
67812ec1514dba6089ed9326,7.8533333333333335,9.4,8.626666666666667,28,2,0,30,0.9333333333333333,0.06666666666666667,0.0,10.360000000000001,8.864615384615385,Positive
67812ec1514dba6089ed92f1,6.7,10.0,8.35,2,0,0,2,1.0,0.0,0.0,10.35,8.857692307692307,Positive
67812ec1514dba6089ed9474,6.6,10.0,8.3,4,0,0,4,1.0,0.0,0.0,10.3,8.823076923076924,Positive
67812ec1514dba6089ed9416,7.141666666666667,9.625,8.383333333333333,22,0,2,24,0.9166666666666666,0.0,0.08333333333333333,10.3,8.823076923076924,Positive
