_id,name,cuisines,address,priceRange,timeOpen,average_score,classification,latitude,longitude
67812ec1514dba6089ed9109,Lẩu Bò Đồng Mỏ - Đường Láng,empty,"1 Ngõ 942 Đường Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",Đang cập nhật,09:00 - 20:30,10.0,Positive,21.022068875800127,105.80112948045303
67812ec1514dba6089ed9319,Tư Thanh - Bún Sườn Bò,Món Việt,"391 Huỳnh Văn Lũy, P. Phú Mỹ, Thành Phố Thủ Dầu Một, Bình Dương",18.000đ - 35.000đ,06:00 - 11:00,10.0,Positive,11.007415744425506,106.67632543488128
67812ec1514dba6089ed92e8,Trà Sữa Hoa Ly - Hoàng Hoa Thám,Món Việt,"29 Hoàng Hoa Thám, Tp. Vũng Tàu, Vũng Tàu",10.000đ - 20.000đ,08:00 - 22:00,10.0,Positive,10.338998704176655,107.0847514140628
67812ec1514dba6089ed92f3,Win Ăn Vặt - Bánh Tráng Trộn Long An & Cơm Cháy Chà Bông Mỡ Hành - 80 Bà Triệu,"Món Bắc, Món Miền Trung, Món Miền Nam, Tây Nguyên","80 Bà Triệu, P. 1, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 22:00,10.0,Positive,10.35284713665611,107.07645145663528
67812ec1514dba6089ed92f4,Kim Yến Hoàng Gia - Yến Sào Thiên Nhiên & Yến Tươi Chưng Sẵn,Món Miền Nam,"442/9A Bình Giã, P. Nguyễn An Ninh, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed9130,Cháo Thắng - Phùng Hưng,Món Việt,"71 Phùng Hưng, Quận Hoàn Kiếm, Hà Nội",25.000đ - 35.000đ,07:00 - 22:00,10.0,Positive,21.029536297190493,105.84459676353755
67812ec1514dba6089ed930c,Cháo Dinh Dưỡng Vina Soup - Cháo Dinh Dưỡng - Hoàng Hoa Thám,Món Việt,"48/87 Hoàng Hoa Thám, P. Hiệp Thành, Thành Phố Thủ Dầu Một, Bình Dương",Đang cập nhật,06:00 - 20:00,10.0,Positive,10.990097358781812,106.66522397920315
67812ec1514dba6089ed930e,MT. Food - Gà Ủ Muối Hoa Tiêu - Shop Online,empty,"1023/6/14 Lê Hồng Phong, KP. 4, P. Phú Thọ, Thành Phố Thủ Dầu Một, Bình Dương",100.000đ - 300.000đ,00:01 - 23:59,10.0,Positive,,
67812ec1514dba6089ed9334,Cháo Trắng Cháo Đậu Cần Thơ (A XO) - Cháo Ếch Kho Quẹt - Đường 30 tháng 4,Món Miền Nam,"12A 30 Tháng 4, P. An Phú, Quận Ninh Kiều, Cần Thơ",Đang cập nhật,Cả ngày,10.0,Positive,,
67812ec1514dba6089ed917a,Sườn Kingdom - Khu Đô Thị Văn Quán,empty,"Số 22, TT2B Khu Đô Thị Văn Quán, Quận Hà Đông, Hà Nội",100.000đ - 500.000đ,09:30 - 13:30 | 16:30 - 20:30,10.0,Positive,,
67812ec1514dba6089ed9132,Chill - Tiệm Trà Chanh - Tàm Xá,Tây Bắc,"16 Thôn Đông, Huyện Đông Anh, Hà Nội",15.000đ - 50.000đ,empty,10.0,Positive,21.14607287619474,105.81492136505695
67812ec1514dba6089ed91f3,Cháo Lòng Hà Lô - Cháo Lòng - Lạc Long Quân,"Món Bắc, Món Miền Trung, Món Miền Nam, Tây Nguyên","37 Ngõ 445 Lạc Long Quân, P. Xuân La, Quận Tây Hồ, Hà Nội",Đang cập nhật,06:00 - 13:00,10.0,Positive,21.05788408966761,105.80694159058086
67812ec1514dba6089ed9204,Phở Cồ - Phở Xào & Cơm Rang,Món Việt,"65 Tân Ấp, P. Phúc Xá, Quận Ba Đình, Hà Nội",25.000đ - 70.000đ,06:00 - 15:00 | 17:30 - 21:00,10.0,Positive,21.046853849926134,105.84634608060006
67812ec1514dba6089ed9372,Quán Cơm Sinh Viên - Trần Văn Đang,Món Việt,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",6.000đ - 22.000đ,10:00 - 14:00,10.0,Positive,10.783560517127093,106.67469585918936
67812ec1514dba6089ed9373,Tiệm Xí Meo - Sandwich Và Burger,"Món Âu, Món Hàn","951 Hoàng Sa, Quận 3, TP. HCM",Đang cập nhật,06:00 - 15:00,10.0,Positive,10.784604633633721,106.67699877933565
67812ec1514dba6089ed9375,Bún Quậy Tâm Quán - Hậu Giang,Món Miền Nam,"162B Hậu Giang, P. 6, Quận 6, TP. HCM",35.000đ - 55.000đ,07:00 - 13:30 | 15:30 - 22:00,10.0,Positive,10.747209048558796,106.63165289034124
67812ec1514dba6089ed92e7,"Quạo - Mì, Cơm Trộn Trứng Chảy, Bún Trộn, Ăn Vặt, Giải Khát",Món Việt,"21-C6 Trần Bình Trọng, P. Nguyễn An Ninh, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,09:00 - 21:00,10.0,Positive,10.359061649889249,107.09662822292469
67812ec1514dba6089ed9183,Chè Ngon Nhà Làm & Đồ Ăn Vặt,empty,"34B Phố Cầu Am (Làng Vạn Phúc), P. Vạn Phúc, Quận Hà Đông, Hà Nội",15.000đ - 30.000đ,10:00 - 19:00,10.0,Positive,,
67812ec1514dba6089ed91fa,Chicken & Friez,Món Á,"34 TT4 KĐT Mỹ Đình Sông Đà, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",100.000đ - 330.000đ,09:00 - 23:00,10.0,Positive,,
67812ec1514dba6089ed92cd,Thuỷ Juice Healthy - Nước Ép Nguyên Chất & Sinh Tố - Trần Đại Nghĩa,empty,"130 Trần Đại Nghĩa, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Đang cập nhật,10:00 - 23:59,10.0,Positive,21.003540093871848,105.84477841161964
67812ec1514dba6089ed91fd,Jun's Kitchen - Cơm Hàn Quốc & Đồ Ăn Hàn Quốc - Trung Hòa,empty,"Số 17 Ngõ 20 Nguyễn Chánh, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",30.000đ - 70.000đ,11:00 - 14:00 | 17:00 - 19:30,10.0,Positive,21.00923434808029,105.7957413461354
67812ec1514dba6089ed92c4,MÌ CAY 25K - CHÂN GÀ SỐT THÁI - 200 LÊ THANH NGHỊ,empty,"200 Lê Thanh Nghị, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",20.000đ - 50.000đ,00:01 - 23:59,10.0,Positive,21.001315400000003,105.84715514999999
67812ec1514dba6089ed9186,Ship Đồ Ăn Nhanh 24H - Shop Online,Món Việt,"16A Thụy Khuê, P. Thuỵ Khuê, Quận Tây Hồ, Hà Nội",15.000đ - 60.000đ,00:01 - 23:59,10.0,Positive,21.040972069446617,105.82629986744806
67812ec1514dba6089ed927f,Bánh Tráng Huy Quân - Trần Huy Liệu,Món Việt,"101 C5 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",10.000đ - 25.000đ,11:00 - 21:00,10.0,Positive,,
67812ec1514dba6089ed9279,"Woa Tea - Trà Sữa, Ăn Vặt & Mỳ Trộn - 72 Nguyễn Trãi",Món Miền Nam,"64/2 Nghách 1 Ngõ 72 Nguyễn Trãi, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",Đang cập nhật,16:00 - 23:00,10.0,Positive,,
67812ec1514dba6089ed9276,Bún Chả Nam Hà - Linh Đàm,Món Bắc,"HH1B Linh Đàm, P. Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đang cập nhật,06:00 - 15:00,10.0,Positive,20.96450085,105.82614109646705
67812ec1514dba6089ed9272,Bún Bò Huế Nam Minh - Vĩnh Hưng,empty,"Số 7 Ngõ 431 Vĩnh Hưng, Quận Hai Bà Trưng, Hà Nội",30.000đ - 50.000đ,06:10 - 16:45 | 17:00 - 20:45,10.0,Positive,,
67812ec1514dba6089ed9271,Cơm Tấm Sườn Cây & Cơm Gà Ta - Hai Phúc - 26 Hàng Chuối,empty,"26 Hàng Chuối, P. Phạm Đình Hồ, Quận Hai Bà Trưng, Hà Nội",30.000đ - 50.000đ,10:30 - 14:30,10.0,Positive,21.017605591414583,105.85705505800696
67812ec1514dba6089ed924c,Liuni Tea - 5A Tống Duy Tân,empty,"5A Tống Duy Tân, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",Đang cập nhật,10:00 - 23:59,10.0,Positive,21.029429423482686,105.84377207119584
67812ec1514dba6089ed9125,"Bún Đậu Mắm Tôm, Bún Đậu & Mỳ Cay - Anh Đức",empty,"595/21 Lĩnh Nam, P. Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Đang cập nhật,08:00 - 14:00,10.0,Positive,20.980221450000002,105.88593954999999
67812ec1514dba6089ed9127,Bún Dọc Mùng - Mai Hắc Đế,Hà Nội,"145 Mai Hắc Đế, P. Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",25.000đ - 35.000đ,06:00 - 14:00,10.0,Positive,21.01299439342082,105.85102987420777
67812ec1514dba6089ed918a,"Quán Nhà Kẹo - Mì Indomie, Mì Trộn & Đồ Ăn Vặt - 18 Ngõ 575 Kim Mã",empty,"Nhà 1A Ngách 18/575 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội",10.000đ - 85.000đ,06:00 - 23:59,10.0,Positive,,
67812ec1514dba6089ed9209,Cô Ba - Nem Nướng Nha Trang - Lê Văn Lương,Món Việt,"Nhà N5A, Ngõ 48 Lê Văn Lương, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10.000đ - 30.000đ,09:00 - 21:30,10.0,Positive,,
67812ec1514dba6089ed90fe,Pizza FF - 187 Đội Cấn,empty,"187 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",5.000đ - 999.000đ,09:00 - 22:00,10.0,Positive,21.034580062524178,105.82943206355634
67812ec1514dba6089ed9208,Trà Sữa Mixue - Lương Định Của,empty,"10C2 Mặt Đường Lương Định Của, Quận Đống Đa, Hà Nội",20.000đ - 30.000đ,09:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed90fb,Xã Gà - Cơm Gà & Gà Nướng Lu,Món Việt,"19 Nguyên Hồng, P. Láng Thượng, Quận Đống Đa, Hà Nội",40.000đ - 60.000đ,07:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed93d5,Quán Chay Sala - Quận 7,empty,"30/31/24/28 Lâm Văn Bền, P. Tân Kiểng, Quận 7, TP. HCM",50.000đ - 150.000đ,08:00 - 21:00,10.0,Positive,,
67812ec1514dba6089ed948c,Bánh Khọt Long - Hoàng Hoa Thám,empty,"99 Đ. Hoàng Hoa Thám, P. Thắng Tam, Tp. Vũng Tàu, Vũng Tàu",20.000đ - 1.000.000đ,07:00 - 09:00,10.0,Positive,10.338998704176655,107.0847514140628
67812ec1514dba6089ed947d,Cơm Niêu & Lẩu Cá Đuối Vũng Tàu - 42 Hoàng Hoa Thám,empty,"42 Hoàng Hoa Thám, P. 2, Tp. Vũng Tàu, Vũng Tàu",Đang cập nhật,07:00 - 21:00,10.0,Positive,10.338998704176655,107.0847514140628
67812ec1514dba6089ed90dd,Chân Gà Sốt Thái Yến Nhi 789,empty,"36 Cầu Diễn, P.Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang cập nhật,00:00 - 21:00 | 11:00 - 23:59,10.0,Positive,21.0415609,105.76143245
67812ec1514dba6089ed91c7,Hiền Xinh - Thịt Xiên Nướng,Món Việt,"53 Linh Lang (Cổng Chợ Linh Lang), P. Cống Vị, Quận Ba Đình, Hà Nội",10.000đ - 50.000đ,07:00 - 22:30,10.0,Positive,,
67812ec1514dba6089ed944f,Gardenia Kitchen - 32 Hai Bà Trưng,empty,"32 Hai Bà Trưng, P. Vĩnh Ninh, Tp. Huế, Huế",13.000đ - 25.000đ,06:30 - 17:00,10.0,Positive,16.46273097034744,107.58848147674708
67812ec1514dba6089ed9441,Cơm Tấm Bến Tre - Đường Số 1,empty,"295 Đường Số 1, P. Bình Trị Động B, Quận Bình Tân, TP. HCM",32.000đ - 54.000đ,06:00 - 14:00,10.0,Positive,10.74777785,106.61157275
67812ec1514dba6089ed9434,Mì Cay & Mì Tương Đen A Woong - Ngô Gia Tự,empty,"008 Lô R CC Ngô Gia Tự Đường Hòa Hảo, P. 2, Quận 10, TP. HCM",20.000đ - 70.000đ,11:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed9413,Quán Ăn Gia Đình 33 - Đề Thám,Món Việt,"33 Đề Thám, P. Cô Giang, Quận 1, TP. HCM",49.000đ - 199.000đ,12:00 - 23:00,10.0,Positive,10.762992449525079,106.69605000298247
67812ec1514dba6089ed940b,2 Mập - Trà Sữa & Ăn Vặt,Món Việt,"1 Bùi Tư Toàn, P. An Lạc (Đối Diện Hẻm 36 Bùi Tư Toàn), Quận Bình Tân, TP. HCM",5.000đ - 25.000đ,10:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed9406,Nhóc Nhoi - Yaourt & Trà Sen Vàng,empty,"58/51/30 Phan Chu Trinh, P. 24, Quận Bình Thạnh, TP. HCM",10.000đ - 500.000đ,09:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed9405,Cơm Tấm Phúc Lộc Thọ - Xô Viết Nghệ Tĩnh,empty,"304-306 Xô Viết Nghệ Tĩnh, P. 21, Quận Bình Thạnh, TP. HCM",32.000đ - 139.000đ,07:00 - 21:00,10.0,Positive,,
67812ec1514dba6089ed9163,Bánh Đa Trộn & Miến Trộn - Đê La Thành,Món Việt,"3 Ngõ 241 Đê La Thành, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",30.000đ - 40.000đ,07:00 - 14:30,10.0,Positive,,
67812ec1514dba6089ed93e7,NHÀ HÀNG HƯƠNG LÚA 8 - Lẩu & Nướng - Nguyễn Hữu Thọ,"Món Bắc, Đặc biệt, Món Miền Trung, Món Miền Nam","2 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",50.000đ - 500.000đ,10:00 - 22:00,10.0,Positive,10.739417694808527,106.70079561517353
67812ec1514dba6089ed93e2,Cơm Thố Tiến Phát - Nguyễn Thái Bình,empty,"367 Nguyễn Thái Bình, P. 12, Quận Tân Bình, TP. HCM",10.000đ - 100.000đ,09:00 - 22:30,10.0,Positive,10.796593427888238,106.65341971979197
67812ec1514dba6089ed915b,Siêu Thị Mực Khô - Shop Online,Món Việt,"125 Đại An, P. Văn Quán, Quận Hà Đông, Hà Nội",100.000đ - 300.000đ,09:00 - 21:00,10.0,Positive,,
67812ec1514dba6089ed93ca,Quán 45A - Bún Mắm,Món Việt,"45A Nguyễn Nhữ Lãm, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",12.000đ - 45.000đ,16:30 - 23:59,10.0,Positive,10.78380912326618,106.62663107414541
67812ec1514dba6089ed91e6,Teen Food - Nem Chua Rán Chị Hạnh - Núi Trúc,empty,"23 Núi Trúc, P. Kim Mã, Quận Ba Đình, Hà Nội",7.000đ - 120.000đ,08:00 - 22:00,10.0,Positive,21.030248659118367,105.82483211084923
67812ec1514dba6089ed9172,NAM HOA CÀ PHÊ & TRÀ SỮA,Món Bắc,"Số 6 Sunrise C Themanor Centr Park Nguyễn Xiển, P. Đại Kim, Quận Hoàng Mai, Hà Nội",Đang cập nhật,08:00 - 23:59,10.0,Positive,,
67812ec1514dba6089ed9389,Quang Tiến - Hột Gà Nướng & Cá Viên Chiên - Lê Văn Sỹ,empty,"475 Lê Văn Sỹ, P. 2, Quận Tân Bình, TP. HCM",7.000đ - 30.000đ,13:00 - 23:59,10.0,Positive,10.798144926467529,106.6630707824489
67812ec1514dba6089ed93d0,Ngân - Bún Riêu Ốc & Canh Bún,"Món Bắc, Món Miền Nam","A13/20 Quốc Lộ 50, X. Bình Hưng, Huyện Bình Chánh, TP. HCM",Đang cập nhật,07:00 - 22:00,10.0,Positive,,
67812ec1514dba6089ed93ac,HỦ TIẾU MỰC ÔNG GIÀ CALI - Thoại Ngọc Hầu,empty,"2 Thoại Ngọc Hầu, P. Hòa Thạnh, Quận Tân Phú, TP. HCM",Đang cập nhật,07:00 - 22:00,10.0,Positive,10.7858645,106.64133
67812ec1514dba6089ed93b0,An Chay Quán - Cơm Chay & Lẩu Chay - Nguyễn Xiển,empty,"581 Nguyễn Xiển, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",30.000đ - 70.000đ,06:00 - 21:00,10.0,Positive,10.853224223251186,106.8336257369504
67812ec1514dba6089ed9202,Tiệm Xôi Bà Hiền Béo - Mì Trộn Indomie & Bún Trộn,empty,"7A Thanh Hà, P. Đồng Xuân, Quận Hoàn Kiếm, Hà Nội",Đang cập nhật,00:01 - 00:30 | 18:00 - 23:59,9.98,Positive,21.037783351773317,105.85152932054011
67812ec1514dba6089ed91e0,Phở Xào & Cơm Rang - Quỳnh Mai,empty,"16 Quỳnh Mai, P. Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",35.000đ - 50.000đ,06:00 - 21:00,9.98,Positive,21.000780796226714,105.86061255583665
67812ec1514dba6089ed919b,"H&T Food - Mì Trộn Indomie, Chân Gà Sả Tắc & Ăn Vặt",empty,"Số 3,Hẻm 162/130/19 Đường Khương Trung, P. Khương Trung, Quận Thanh Xuân, Hà Nội",Đang cập nhật,00:01 - 23:59,9.96,Positive,,
67812ec1514dba6089ed9322,"Bật Bếp Lên - Mỳ Ý, Gà Rán & Cơm Kẹp",empty,"842/14 Tô Vĩnh Diện, P. Đông Hòa, Thị Xã Dĩ An, Bình Dương",Đang cập nhật,08:00 - 23:00,9.96,Positive,,
67812ec1514dba6089ed937f,Bánh Cuốn Nóng 431 - Hậu Giang,empty,"441B Hậu Giang, P. 11, Quận 6, TP. HCM",Đang cập nhật,07:00 - 22:00,9.942692307692308,Positive,10.748129853095671,106.63551429826393
67812ec1514dba6089ed938f,Quán Cơm Tấm Ngon Ngon - Phạm Hùng,empty,"C8/1C Phạm Hùng, X. Bình Hưng, Huyện Bình Chánh, TP. HCM",25.000đ - 40.000đ,09:00 - 21:00,9.932692307692308,Positive,,
67812ec1514dba6089ed92a7,Phở Gánh - 252 Lương Thế Vinh,Món Việt,"252 Lương Thế Vinh, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",35.000đ - 45.000đ,07:00 - 14:30 | 18:00 - 22:30,9.92,Positive,20.9968457,105.7880804
67812ec1514dba6089ed92ce,Thuỷ Juice Healthy - Nước Ép Nguyên Chất & Sinh Tố,Món Việt,"12 Ngách 15 Ngõ 267 Phùng Khoang, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đang cập nhật,09:00 - 22:00,9.92,Positive,,
67812ec1514dba6089ed916b,Bánh Mì Dân Tổ Hà Nội - Lương Ngọc Quyến,Món Việt,"3B Ngõ 22 Lương Ngọc Quyến, P. Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",60.000đ - 32.000đ,06:00 - 23:00,9.9,Positive,21.034946699854395,105.8527054514061
67812ec1514dba6089ed9424,"Việt Thành Bakery - Bánh Kem Sữa, Kem Bắp Và Các Loại Bánh Mì",empty,"744-746 Tân Kỳ Tân Quý, P. Bình Hưng Hoà A, Quận Bình Tân, TP. HCM",20.000đ - 100.000đ,06:00 - 22:00,9.89,Positive,10.787822802144904,106.59804719595978
67812ec1514dba6089ed90f0,Anh Food - Đồ Ăn Vặt & Đồ Uống - Đường Láng,empty,"Số 17B Ngách 594/2, Ngõ 594 Đường Láng, P. Láng Hạ, Quận Đống Đa, Hà Nội",10.000đ - 100.000đ,09:00 - 22:00,9.88,Positive,,
67812ec1514dba6089ed946c,Mr Viet - Coffee & Fastfood,empty,"29 Bùi Xuân Phái, P. Thủy Dương, Tp. Huế, Huế",10.000đ - 25.000đ,06:30 - 22:30,9.865384615384617,Positive,,
67812ec1514dba6089ed9384,Bún Thịt Nướng Cô Tư,empty,"50 Nguyễn Văn Nghi, P. 5, Quận Gò Vấp, TP. HCM",15.000đ - 40.000đ,07:00 - 21:00,9.865384615384617,Positive,10.8233327,106.68796265
67812ec1514dba6089ed914f,The Heartmades - Chè Khúc Bạch Online,Món Việt,"112 Ngô Gia Tự, P. Đức Giang, Quận Long Biên, Hà Nội",25.000đ - 50.000đ,10:00 - 20:00,9.86,Positive,21.0686782,105.9076124
67812ec1514dba6089ed9190,Cơm Ngon Giang Béo - Lê Đức Thọ,empty,"41 Ngách 63/5/36 Ngõ 35 Lê Đức Thọ, P. Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",30.000đ - 45.000đ,10:00 - 22:00,9.84,Positive,,
67812ec1514dba6089ed934f,Bò Mỹ 3 Ngon,Món Việt,"304 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",45.000đ - 350.000đ,07:30 - 23:30,9.823846153846157,Positive,10.841696529998329,106.6648068357033
67812ec1514dba6089ed9377,Shiba Sushi - Phan Xích Long,empty,"281 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",20.000đ - 200.000đ,10:00 - 22:00,9.8175,Positive,10.798084289455355,106.68864616868669
67812ec1514dba6089ed9299,THAIYEN CAFE - CAFEYEN - Quán Thánh,Món Việt,"180 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội",20.000đ - 100.000đ,07:00 - 15:30,9.8,Positive,21.0431524,105.83927128130193
67812ec1514dba6089ed9117,Bếp Nhà Bun - Chân Gà Sả Ớt Online - Văn Quán,Món Việt,"36 Ngõ 115 Chiên Thắng, P. Văn Quán, Quận Hà Đông, Hà Nội",30.000đ - 100.000đ,06:00 - 22:00,9.8,Positive,20.981478307711082,105.79508193895407
67812ec1514dba6089ed92cf,Cơm Chiên Giòn - Long Bốn - Hoàng Hoa Thám,Món Việt,"K86/20 Hoàng Hoa Thám, P. Tân Chính, Quận Thanh Khê, Đà Nẵng",20.000đ - 30.000đ,10:00 - 14:00 | 16:00 - 21:00,9.73076923076923,Positive,,
67812ec1514dba6089ed92d6,Chuk Express Trà & Cà Phê – 132 Ngô Quyền,empty,"132 Ngô Quyền, P. 5, Quận 10, TP. HCM",15.000đ - 40.000đ,07:30 - 21:45,9.73076923076923,Positive,10.757837792667546,106.66590765950802
67812ec1514dba6089ed91ed,Chang Hi - Chè Thốt Nốt Dừa Dầm Ngon Nhất Hà Nội Online - Nguyễn Văn Lộc,empty,"112 Nguyễn Văn Lộc - Làng Việt Kiều Châu Âu, P. Mộ Lao, Quận Hà Đông, Hà Nội",30.000đ - 40.000đ,09:00 - 23:00,9.7,Positive,,
67812ec1514dba6089ed919f,So Cuốn - Hàng Chuối,Món Việt,"13ABC Ngõ 13 Hàng Chuối, P. Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",20.000đ - 100.000đ,15:00 - 20:00,9.68,Positive,,
67812ec1514dba6089ed91ac,A Điêu - Nem Chua Nướng Thơm Lừng,Món Việt,"65 Chương Dương Độ, P. Chương Dương, Quận Hoàn Kiếm, Hà Nội",30.000đ - 134.000đ,09:00 - 23:59,9.66,Positive,21.030349499640813,105.86103025011008
67812ec1514dba6089ed90d9,Trà Sữa Te Amo - Hồ Đắc Di,empty,"11 Ngõ 135 Hồ Đắc Di, P. Nam Đồng, Quận Đống Đa, Hà Nội",24.000đ - 24.000đ,09:00 - 22:00,9.62,Positive,,
67812ec1514dba6089ed9242,Bún Chả Hàng Than - Món Ngon Chuẩn Vị Phố Cổ - Geleximco,"Món Bắc, Đặc sản vùng","34 Lô A12 Geleximco Khu A, Đường Lê Trọng Tấn, X. An Khánh, Huyện Hoài Đức, Hà Nội",Đang cập nhật,08:00 - 20:00,9.6,Positive,,
67812ec1514dba6089ed92c5,"Cafe Hội - Cafe, Trà Sữa Ô Long Đậm Vị & Trà Hoa Quả - Trưng Trắc",empty,"Số 7 Trưng Trắc, P. Nguyễn Trãi, Quận Hà Đông, Hà Nội",Đang cập nhật,09:00 - 22:00,9.596153846153848,Positive,,
67812ec1514dba6089ed9300,Hương Đồng 3 - Quán Ăn Gia Đình,Món Việt,"Bờ Bao Sông Sài Gòn, P. Lái Thiêu, Thị Xã Thuận An, Bình Dương",10.000đ - 200.000đ,10:00 - 23:00,9.596153846153848,Positive,,
67812ec1514dba6089ed9316,Trà Sữa Cocony,Món Việt,"ĐT 746, Tân Vĩnh Hiệp, Thị Xã Tân Uyên, Bình Dương",20.000đ - 50.000đ,09:00 - 22:00,9.596153846153848,Positive,11.020862810797029,106.71885980229082
67812ec1514dba6089ed9358,Bánh Mì Cô Thắm - Bánh Mì & Bánh Bông Lan - Linh Trung,"Món Miền Trung, Món Miền Nam","16 Linh Trung, P. Linh Trung, Tp. Thủ Đức, TP. HCM",Đang cập nhật,06:00 - 10:00,9.596153846153848,Positive,10.86017189098946,106.7748929161361
67812ec1514dba6089ed93d1,Bún Bò Huế Gia Hội - Đường Số 23,Món Huế,"81 Đường Số 23, P. Tân Quy, Quận 7, TP. HCM",30.000đ - 260.000đ,06:00 - 12:00 | 16:00 - 21:00,9.596153846153848,Positive,10.74389941034014,106.7094497999782
67812ec1514dba6089ed90e2,Gà 68 - Shop Online - Thanh Trì,Món Việt,"1 Ngách 19 Ngõ 72 Tựu Liệt, Huyện Thanh Trì, Hà Nội",50.000đ - 200.000đ,09:00 - 22:00,9.56,Positive,,
67812ec1514dba6089ed9335,Trộn House - Bánh Tráng Trộn,Món Việt,"162 Nguyễn Việt Hồng, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",20.000đ - 20.000đ,15:00 - 22:00,9.542307692307691,Positive,,
67812ec1514dba6089ed92df,Món Huy Mê - Bò Beefsteak & Súp Cua,empty,"31 Ngô Gia Tự, P. 2, Quận 10, TP. HCM",30.000đ - 100.000đ,10:00 - 22:00,9.528846153846152,Positive,10.761286700539136,106.66993562175146
67812ec1514dba6089ed9456,Hải Sản 66 - Nguyễn Chí Diểu,Món Việt,"69 Nguyễn Chí Diểu, P. Thuận Thành, Tp. Huế, Huế",30.000đ - 70.000đ,16:00 - 23:00,9.528846153846152,Positive,16.474327006110812,107.58220369657626
67812ec1514dba6089ed9449,Nasasu - Bánh Su Kem Siêu Ngon,Món Việt,"340 Nguyễn Trọng Tuyển, P. 2, Quận Tân Bình, TP. HCM",15.000đ - 600.000đ,09:00 - 19:00,9.523653846153843,Positive,10.798631538967982,106.66108915228337
67812ec1514dba6089ed91f4,Cơm Ngon Mẹ Nấu - Trần Phú,empty,"32 Ngõ 131 Trần Phú, P. Văn Quán, Quận Hà Đông, Hà Nội",30.000đ - 40.000đ,10:00 - 22:00,9.5,Positive,,
67812ec1514dba6089ed934e,"Khô Mực, Cá Viên Chiên & Trứng Vịt Lộn - Tomly Tiến",empty,"383 Nguyễn Chí Thanh, P. 12, Quận 5, TP. HCM",5.000đ - 40.000đ,00:01 - 02:00 | 18:00 - 23:59,9.5,Positive,10.7566547,106.653361
67812ec1514dba6089ed915a,Bún Bò Huế Nam Minh - Thành Công,empty,"115A4 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội",5.000đ - 360.000đ,06:15 - 20:30,9.48,Positive,21.02006498587371,105.81610234616028
67812ec1514dba6089ed93f4,Crystal Jade Kitchen - AEON Mall Bình Tân - Nhà Hàng Quảng Đông,Món Trung Hoa,"Tầng 3, Lầu 3, Aeon Mall Bình Tân, 532A Kinh Dương Vương, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",100.000đ - 200.000đ,10:00 - 22:00,9.477884615384614,Positive,,
67812ec1514dba6089ed9386,Một Góc Nhà - Mì Quảng & Món Cuốn,Món Miền Trung,"439-441 Bạch Đằng, P. 2, Quận Bình Thạnh, TP. HCM",49.000đ - 149.000đ,06:30 - 14:00 | 16:00 - 21:30,9.46153846153846,Positive,10.803061249999999,106.7084272
